4,6,8,8,3,3,8,8,3,3,3,3,5,5,3,2,7,5,2,7,1,0,9,6,6,6,0,0,6,0,6,0,0,0,6,0,0,2,6,9,4,5,7,5,1,6,7,5,2,5,1,6,7,1,7,5,7,1,1,3
2,6,8,1,2,6,2,4,6,1,6,1,2,5,8,1,6,1,6,3,0,6,9,3,8,0,4,5,6,5,9,0,0,0,0,0,4,4,4,0,3,2,1,6,1,6,7,4,1,5,3,2,7,2,4,6,1,6,2,6
