4,7,4,7,1,2,3,3,3,2,7,1,4,3,5,4,4,1,4,4,5,5,5,0,4,3,3,4,0,6,3,4,3,4,6,6,5,6,5,6,5,6,5,3,2,4,5,3,5,6,4,5,5,1
4,3,5,1,1,2,4,3,3,4,2,3,5,4,5,1,2,2,0,4,3,7,6,2,0,6,0,8,8,0,8,0,3,7,3,4,5,6,5,5,1,5,6,3,6,5,5,5,5,5,5,5,2,4
