1,7,5,3,2,5,5,5,1,7,7,2,4,1,1,2,6,7,5,6,8,4,4,0,6,3,6,8,4,0,3,5,4,0,0,4,4,4,4,4,1,5,3,6,4,4,4,4,4,3,2,6,1,5
2,3,3,5,5,2,2,3,4,3,3,5,4,3,5,2,4,3,4,0,7,6,4,0,2,8,0,5,0,5,3,3,3,2,3,5,5,4,2,1,2,1,5,4,6,2,5,3,6,2,2,1,6,2
