4,7,2,7,1,4,4,3,1,4,4,7,1,2,1,2,4,7,4,3,2,0,5,3,5,3,4,3,6,6,2,4,3,3,0,3,6,1,4,6,5,2,3,4,6,4,4,4,4,6,6,4,5,1
7,7,7,7,3,3,7,7,7,1,7,7,7,5,6,3,1,2,4,5,8,0,2,0,0,3,2,7,0,8,8,0,2,0,8,5,6,5,6,5,1,5,2,6,2,6,6,6,6,2,4,3,6,3
