6,2,7,2,2,2,1,3,7,4,3,4,1,4,2,2,5,6,0,0,8,6,0,0,7,3,0,3,0,0,8,0,8,0,6,3,5,1,2,4,5,5,3,1,5,1,5,1,5,1,2,4,6,4
7,6,1,5,1,1,5,6,5,6,4,7,7,5,2,2,2,3,0,0,3,0,0,0,3,0,0,5,0,3,0,0,6,3,0,3,2,6,6,2,4,5,4,3,2,2,4,3,2,2,5,5,6,1
