3,1,8,5,8,5,5,1,3,1,5,1,5,1,5,3,3,3,4,5,7,8,0,7,8,8,7,8,5,8,2,7,5,7,0,2,8,5,5,9,3,1,7,3,3,1,7,4,3,1,3,1,3,1,6,2,2,5,6,2
3,1,4,6,3,1,1,5,5,2,5,7,8,6,4,6,3,1,2,8,7,0,0,0,7,5,2,2,0,0,7,7,0,7,7,0,0,0,7,9,2,2,3,2,6,5,3,2,3,2,3,7,1,1,6,1,6,3,1,4
