4,5,5,4,6,3,6,4,4,5,2,2,5,1,4,6,1,0,3,7,6,2,4,0,0,2,4,0,0,0,4,0,3,4,5,1,4,5,4,5,4,2,4,5,4,5,3,4
6,6,5,1,5,3,4,2,2,6,2,1,4,2,5,5,6,0,5,0,2,0,4,6,3,1,2,0,7,7,1,2,4,5,2,1,5,4,2,1,5,4,5,4,2,1,2,3
