2,6,2,1,3,3,3,4,5,2,2,6,4,5,6,4,2,0,1,2,0,1,3,4,6,7,2,0,7,0,0,0,5,2,5,3,5,3,1,3,2,5,5,3,4,3,1,5
2,5,4,2,4,3,4,6,5,6,1,5,4,6,6,3,3,1,2,3,7,1,6,3,3,1,2,0,4,2,2,5,3,2,5,1,2,3,2,3,2,3,4,4,2,3,5,3
