1,2,5,2,5,2,4,1,4,4,2,4,0,0,0,0,2,3,3,0,2,2,2,2,3,2,3,1,4,4
4,4,3,2,5,2,1,5,5,4,2,2,3,0,3,3,1,2,0,4,4,2,4,2,1,1,3,1,1,4
