2,4,3,3,3,3,2,4,4,1,1,4,3,0,3,0,0,4,4,0,3,2,4,4,1,1,3,2,2,2
4,3,3,5,3,5,1,4,3,5,1,4,1,0,0,0,0,3,4,0,4,3,3,3,1,1,1,1,2,4
