1,6,1,4,6,5,1,8,2,7,1,6,1,4,1,4,2,4,6,3,0,5,8,8,8,5,8,8,0,7,8,8,0,5,5,7,0,7,0,0,7,7,1,3,5,6,6,2,1,4,2,5,2,7,7,7,1,6,4,4
6,3,6,5,6,5,3,6,7,7,6,5,2,4,4,1,6,3,2,7,0,0,5,8,8,9,5,5,0,0,9,2,0,5,9,7,0,0,0,4,4,3,3,5,3,1,1,7,4,3,1,1,3,2,3,6,2,5,3,4
