3,2,1,1,1,2,3,2,6,2,5,5,5,4,6,2,4,5,8,0,5,5,5,4,5,4,0,4,3,0,8,0,3,3,0,4,5,3,1,6,1,6,5,4,3,6,2,6,2,6,3,6,5,2
3,7,7,3,2,5,2,5,2,7,2,7,7,4,3,4,2,1,0,6,8,6,5,8,2,6,0,3,1,8,0,0,1,0,1,2,5,3,5,3,6,4,4,4,4,5,3,5,4,4,5,3,1,2
