1,3,6,1,2,2,6,3,1,1,6,2,1,2,2,3,1,4,4,2,1,1,0,2,5,3,0,5,3,4,0,2,2,2,5,2,4,2,3,2,1,2,5,3,2,2,3,2
4,1,3,6,6,6,4,1,1,4,1,4,4,3,2,3,3,2,7,2,0,3,0,4,7,4,0,4,7,2,4,6,4,4,2,3,1,3,3,1,1,4,4,4,4,2,3,5
