4,3,6,8,3,2,1,5,5,3,2,7,2,7,2,7,4,3,3,2,9,5,0,4,5,4,2,2,0,8,9,5,2,2,0,4,2,2,8,3,5,2,4,4,7,7,2,7,5,2,2,7,2,7,2,7,3,6,2,1
1,8,3,4,6,8,1,4,1,8,6,8,5,4,1,4,7,6,1,3,4,8,7,2,0,2,2,3,7,0,7,7,0,8,5,0,7,0,7,2,4,2,6,3,4,2,7,1,7,1,6,3,2,5,4,2,6,3,7,2
