1,3,1,6,7,2,6,3,3,3,4,7,1,3,5,6,3,3,4,3,4,5,4,5,2,4,2,8,4,0,8,9,2,4,0,2,4,5,9,0,5,3,4,4,7,1,4,3,3,2,6,7,4,3,1,3,1,1,2,4
4,6,2,3,5,2,5,5,4,1,2,1,4,4,4,4,2,1,5,6,4,0,0,2,2,4,8,8,2,9,9,5,9,3,7,5,0,8,3,7,1,4,3,7,1,4,7,4,6,5,3,7,1,2,1,6,7,4,1,5
