5,1,1,4,5,1,1,4,1,2,1,2,1,6,3,2,4,2,7,7,2,4,7,4,0,7,6,2,2,2,1,5,4,3,4,3,4,3,4,3,4,2,4,3,3,1,5,3
2,3,5,3,5,3,1,4,5,1,2,3,2,3,5,4,3,0,6,0,3,0,7,5,6,3,7,2,3,0,4,2,2,4,2,4,2,4,5,3,1,4,2,4,2,4,2,3
